research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_7da84518ab,mem_233f37a4ef,spectroscopy methods for clinical,spectroscopy methods for clinical,19,both,yes,yes,no
rea_ec3e6270b8,mem_233f37a4ef,neurosciences research,neurosciences research,20,both,yes,yes,no
rea_384d28e421,mem_233f37a4ef,migraine,migraine,26,both,yes,yes,no
rea_05bcd47da9,mem_6afc7989eb,youth mental health,youth mental health,0,both,yes,yes,no
rea_a85c22c298,mem_6afc7989eb,knowing how different family members beyond mothers (e,knowing how different family members beyond mothers e,1,both,yes,yes,no
rea_38304087f7,mem_6afc7989eb,mental health,mental health,2,both,yes,yes,no
rea_7065227b66,mem_6afc7989eb,mental health my research seeks,mental health my research seeks,2,permissive_only,no,yes,yes
rea_82613daaa2,mem_e7440b475b,early psychosis,early psychosis,0,both,yes,yes,no
rea_c23dd62a46,mem_e7440b475b,schizophrenia,schizophrenia,1,both,yes,yes,no
rea_620ae34010,mem_e7440b475b,obsessive compulsive disorder,obsessive compulsive disorder,8,both,yes,yes,no
rea_b31a30fe61,mem_9e9c87242a,knowledge translation,knowledge translation,1,both,yes,yes,no
rea_c55af46a14,mem_9e9c87242a,stroke,stroke,2,both,yes,yes,no
rea_b3fdcfc617,mem_9e9c87242a,clinical outcomes,clinical outcomes,3,both,yes,yes,no
rea_9867781278,mem_9e9c87242a,clinicaltrials. gov clinicaltrials. gov identifier: nct03889249,clinicaltrials gov clinicaltrials gov identifier nct03889249,2,permissive_only,no,yes,yes
rea_f9b7fb37ff,mem_9e9c87242a,clinicaltrials. gov,clinicaltrials gov,3,permissive_only,no,yes,yes
rea_004d84d2fb,mem_601dd6a6ac,brain development,brain development,0,both,yes,yes,no
rea_b971f60dd7,mem_601dd6a6ac,brain stimulation,brain stimulation,1,both,yes,yes,no
rea_f561cf9542,mem_601dd6a6ac,parkinson disease,parkinson disease,2,both,yes,yes,no
rea_68883446f2,mem_601dd6a6ac,thalamic stimulation in the cortex,thalamic stimulation in the cortex,10,both,yes,yes,no
rea_8e177b0313,mem_601dd6a6ac,autism,autism,14,both,yes,yes,no
rea_0ccc8463f6,mem_601dd6a6ac,applications of instrumental learning,applications of instrumental learning,15,both,yes,yes,no
rea_a0838967d2,mem_601dd6a6ac,cognitive decline in neurodegenerative diseases,cognitive decline in neurodegenerative diseases,16,both,yes,yes,no
rea_a216cdc367,mem_601dd6a6ac,3) neurobiological circuits,3 neurobiological circuits,17,both,yes,yes,no
rea_5813ed7577,mem_601dd6a6ac,system underlying music-induced paradoxical movement in pd,system underlying music induced paradoxical movement in pd,18,both,yes,yes,no
rea_d9669b9ac2,mem_601dd6a6ac,journal of physiology,journal of physiology,5,permissive_only,no,yes,yes
rea_b2909e88c6,mem_601dd6a6ac,journal of neurophysiology,journal of neurophysiology,6,permissive_only,no,yes,yes
rea_f9c2483dab,mem_601dd6a6ac,j neurophysiol 100: 327-335,j neurophysiol 100 327 335,7,permissive_only,no,yes,yes
rea_df62e2c4fa,mem_6da65fe265,pain,pain,0,both,yes,yes,no
rea_d22af92e0a,mem_6da65fe265,functional magnetic resonance imaging,functional magnetic resonance imaging,1,both,yes,yes,no
rea_20902a1725,mem_6da65fe265,molecular mr imaging of brain cancer,molecular mr imaging of brain cancer,7,both,yes,yes,no
rea_6b4fcf30c7,mem_6da65fe265,alzheimer disease,alzheimer disease,11,both,yes,yes,no
rea_c990e3a958,mem_6da65fe265,stroke,stroke,14,both,yes,yes,no
rea_1677ecb088,mem_6da65fe265,innovative approaches in health research,innovative approaches in health research,16,both,yes,yes,no
rea_6ab1a32237,mem_6da65fe265,permanent magnet for “gradient-free” mri (nserc discovery),permanent magnet for gradient free mri nserc discovery,4,permissive_only,no,yes,yes
rea_5827a0aacc,mem_6da65fe265,compact magnet for mri (nserc discovery),compact magnet for mri nserc discovery,5,permissive_only,no,yes,yes
rea_b0e31f1924,mem_7892ba722a,mental health – particularly,mental health particularly,0,both,yes,yes,no
rea_85f3d50bdf,mem_7892ba722a,contribution of nutrition to mental health,contribution of nutrition to mental health,1,both,yes,yes,no
rea_c40f66c231,mem_7892ba722a,rogers prize for excellence in integrative,rogers prize for excellence in integrative,2,both,yes,yes,no
rea_8b3ce1b062,mem_7892ba722a,partly for her book the better brain,partly for her book the better brain,3,both,yes,yes,no
rea_d83517c2ae,mem_7892ba722a,treatment to the forefront of mental health care,treatment to the forefront of mental health care,4,both,yes,yes,no
rea_2b99a81261,mem_7892ba722a,mental health,mental health,6,both,yes,yes,no
rea_230b2525b3,mem_7892ba722a,maternal health,maternal health,7,both,yes,yes,no
rea_d4ac4b78aa,mem_7892ba722a,"behaviour, mental health, maternal health, nutrition",behaviour mental health maternal health nutrition,7,permissive_only,no,yes,yes
rea_9e5213f279,mem_7892ba722a,better brain,better brain,8,permissive_only,no,yes,yes
rea_4d164d5e08,mem_7892ba722a,research behaviour,research behaviour,9,permissive_only,no,yes,yes
rea_f81dd909d5,mem_126415dca2,epilepsy,epilepsy,0,both,yes,yes,no
rea_6cfddd0b40,mem_126415dca2,movement disorders,movement disorders,1,both,yes,yes,no
rea_0a16f34dc1,mem_126415dca2,multiple sclerosis,multiple sclerosis,2,both,yes,yes,no
rea_a1b76ec444,mem_126415dca2,traumatic brain injury,traumatic brain injury,3,both,yes,yes,no
rea_78b101be65,mem_126415dca2,as well as the interaction between the brain,as well as the interaction between the brain,5,both,yes,yes,no
rea_d5950f22bb,mem_126415dca2,peripheral inflammatory disease processes,peripheral inflammatory disease processes,6,both,yes,yes,no
rea_c746697879,mem_126415dca2,imaging studies include,imaging studies include,7,both,yes,yes,no
rea_24f5a34d08,mem_126415dca2,predict patient outcomes,predict patient outcomes,8,both,yes,yes,no
rea_c200cc9caa,mem_6dce23a68b,dementia,dementia,0,both,yes,yes,no
rea_49d7a959c9,mem_6dce23a68b,bipolar disorder,bipolar disorder,1,both,yes,yes,no
rea_09574f3938,mem_6dce23a68b,attention deficit disorder,attention deficit disorder,2,both,yes,yes,no
rea_f157e2e2ed,mem_6dce23a68b,neuroimaging,neuroimaging,3,both,yes,yes,no
rea_83f1d17186,mem_6dce23a68b,contributes to improving the diagnosis of neurocognitive disorders,contributes to improving the diagnosis of neurocognitive disorders,12,both,yes,yes,no
rea_7a2f6be322,mem_0ba6f2386f,brain injury,brain injury,0,both,yes,yes,no
rea_e4e09ce66a,mem_0ba6f2386f,health outcomes,health outcomes,1,both,yes,yes,no
rea_e7acb1d170,mem_0ba6f2386f,psychosocial outcomes,psychosocial outcomes,2,both,yes,yes,no
rea_973a269a36,mem_0ba6f2386f,prognosticate after brain injury,prognosticate after brain injury,3,both,yes,yes,no
rea_b4a343f1fb,mem_0ba6f2386f,understand neurobiopsychosocial markers of the post-concussion syndrome,understand neurobiopsychosocial markers of the post concussion syndrome,4,both,yes,yes,no
rea_2f28f506b7,mem_0ba6f2386f,evaluate long-term outcomes from brain injury,evaluate long term outcomes from brain injury,5,both,yes,yes,no
rea_c7785f1f3b,mem_0ba6f2386f,treatment of those already with post-concussion syndrome),treatment of those already with post concussion syndrome,6,both,yes,yes,no
rea_7af0850e2e,mem_0ba6f2386f,and prognosticate after brain injury,and prognosticate after brain injury,13,both,yes,yes,no
rea_588d48ea4e,mem_0ba6f2386f,neuroimaging,neuroimaging,23,both,yes,yes,no
rea_63b8db01b7,mem_0ba6f2386f,adolescents with acquired brain injuries,adolescents with acquired brain injuries,24,both,yes,yes,no
rea_64345fcf88,mem_0ba6f2386f,neuropsychological outcomes of children,neuropsychological outcomes of children,25,both,yes,yes,no
rea_65307b695d,mem_0ba6f2386f,focused on the neuropsychological outcomes of children,focused on the neuropsychological outcomes of children,26,both,yes,yes,no
rea_f998699bf6,mem_a80c7bc771,sensorimotor integration,sensorimotor integration,0,both,yes,yes,no
rea_6cad9e3a12,mem_a80c7bc771,limbic cortex,limbic cortex,1,both,yes,yes,no
rea_e227d8a80b,mem_a80c7bc771,posterior hypothalamus,posterior hypothalamus,2,both,yes,yes,no
rea_bf70a2cc10,mem_a80c7bc771,hippocampal formation,hippocampal formation,3,both,yes,yes,no
rea_26937cf517,mem_1ae867ffe5,brain and cognition,brain and cognition,0,both,yes,yes,no
rea_a7cf5d232e,mem_1ae867ffe5,mental health capacity in schools,mental health capacity in schools,1,both,yes,yes,no
rea_343292a382,mem_1ae867ffe5,socially empowered learning,socially empowered learning,2,both,yes,yes,no
rea_1b8982c561,mem_1ae867ffe5,mathison centre for mental health research,mathison centre for mental health research,23,both,yes,yes,no
rea_d1f8d6f776,mem_1ae867ffe5,new zealand: a case of socially empowered learning,new zealand a case of socially empowered learning,24,both,yes,yes,no
rea_766001d7ae,mem_1ae867ffe5,social enterprise,social enterprise,25,both,yes,yes,no
rea_97364bb56f,mem_1ae867ffe5,other socially empowered learning,other socially empowered learning,26,both,yes,yes,no
rea_6db5200b83,mem_1ae867ffe5,social enterprise in schools,social enterprise in schools,27,both,yes,yes,no
rea_de65adab46,mem_1ae867ffe5,organizational outcomes,organizational outcomes,28,both,yes,yes,no
rea_d2138757f6,mem_1ae867ffe5,empowerment in post-trauma contexts,empowerment in post trauma contexts,29,both,yes,yes,no
rea_f412ee247a,mem_1ae867ffe5,health and life,health and life,3,permissive_only,no,yes,yes
rea_8f2a9aaecd,mem_1ae867ffe5,c. . journal of applied developmental psychology. 76,c journal of applied developmental psychology 76,4,permissive_only,no,yes,yes
rea_b79e134360,mem_1ae867ffe5,learning. 11(2),learning 11 2,9,permissive_only,no,yes,yes
rea_b09972e798,mem_1ae867ffe5,journal of applied developmental psychology,journal of applied developmental psychology,12,permissive_only,no,yes,yes
rea_3c80227ef7,mem_1ae867ffe5,journal of teaching and learning,journal of teaching and learning,13,permissive_only,no,yes,yes
rea_7e9901bf7e,mem_1ae867ffe5,journal articles art-making promotes mental health: a solution for schools,journal articles art making promotes mental health a solution for schools,14,permissive_only,no,yes,yes
rea_38d6ae1a21,mem_1ae867ffe5,art-making promotes mental health: a solution for schools,art making promotes mental health a solution for schools,15,permissive_only,no,yes,yes
rea_f6b01e5c2b,mem_1ae867ffe5,teaching the arts as a second language: a school-wide policy approach to arts integration,teaching the arts as a second language a school wide policy approach to arts integration,16,permissive_only,no,yes,yes
rea_483d2bee7a,mem_1ae867ffe5,brain smoothies in schools: building mental health capacity,brain smoothies in schools building mental health capacity,17,permissive_only,no,yes,yes
rea_c704bfc7ae,mem_1ae867ffe5,enabling artistic teachers: effects of professional learning for artistry of instructional design,enabling artistic teachers effects of professional learning for artistry of instructional design,18,permissive_only,no,yes,yes
rea_28d3fe3421,mem_7a1797f182,how lung sensory neurons,how lung sensory neurons,1,both,yes,yes,no
rea_dfb948546e,mem_7a1797f182,immune system interact,immune system interact,2,both,yes,yes,no
rea_965f3a763f,mem_7a1797f182,brain body connections,brain body connections,8,both,yes,yes,no
rea_67a96990e2,mem_df3ac5151d,movement disorders,movement disorders,0,both,yes,yes,no
rea_e33f140be5,mem_df3ac5151d,parkinson disease,parkinson disease,1,both,yes,yes,no
rea_011f791f22,mem_df3ac5151d,work spans clinical trial design,work spans clinical trial design,12,both,yes,yes,no
rea_f9e9761365,mem_df3ac5151d,industry-sponsored clinical trials,industry sponsored clinical trials,13,both,yes,yes,no
rea_3ea8ce68c9,mem_df3ac5151d,clinical outcomes,clinical outcomes,15,both,yes,yes,no
rea_719ba3c8d0,mem_92c2e98ac3,interactions between perivascular stromal cells,interactions between perivascular stromal cells,0,both,yes,yes,no
rea_408fa9de8f,mem_92c2e98ac3,immune cells in glioma,immune cells in glioma,1,both,yes,yes,no
rea_54e44ed1e4,mem_92c2e98ac3,brain metastases (gbmet),brain metastases gbmet,2,both,yes,yes,no
rea_85256d7f59,mem_92c2e98ac3,ai-assisted imaging,ai assisted imaging,13,both,yes,yes,no
rea_e0bd301a1f,mem_92c2e98ac3,work also extends to drug development,work also extends to drug development,15,both,yes,yes,no
rea_4dab61dd5f,mem_92c2e98ac3,a particular interest in targeting the perivascular space,a particular interest in targeting the perivascular space,16,both,yes,yes,no
rea_46876edafc,mem_92c2e98ac3,key factor in cancer progression,key factor in cancer progression,17,both,yes,yes,no
rea_debca366a3,mem_92c2e98ac3,if you’re passionate about translational brain cancer research,if you re passionate about translational brain cancer research,18,both,yes,yes,no
rea_f81a44ff6c,mem_92c2e98ac3,immunology under the supervision of dr,immunology under the supervision of dr,19,both,yes,yes,no
rea_0879306f6c,mem_92c2e98ac3,canadian neurosurgical society k,canadian neurosurgical society k,20,both,yes,yes,no
rea_95d1000a8c,mem_92c2e98ac3,poon enjoys spending time with her family,poon enjoys spending time with her family,21,both,yes,yes,no
rea_2f294fd951,mem_92c2e98ac3,health and life,health and life,8,permissive_only,no,yes,yes
rea_ee422d96f0,mem_8cb7ffa789,multiple sclerosis,multiple sclerosis,0,both,yes,yes,no
rea_937e98611e,mem_8cb7ffa789,its dysfunction has lacked attention,its dysfunction has lacked attention,1,both,yes,yes,no
rea_96fae89bad,mem_8cb7ffa789,axonal injury,axonal injury,6,both,yes,yes,no
rea_b1408354bc,mem_8cb7ffa789,immune modulating properties),immune modulating properties,11,both,yes,yes,no
rea_ba94cd1f28,mem_de66826bad,autism,autism,3,both,yes,yes,no
rea_885a85d0ad,mem_de66826bad,adolescents with neurodevelopmental disorders (ndds),adolescents with neurodevelopmental disorders ndds,4,both,yes,yes,no
rea_eb70a8c59a,mem_de66826bad,fetal alcohol spectrum disorder (fasd),fetal alcohol spectrum disorder fasd,6,both,yes,yes,no
rea_b3756844d2,mem_de66826bad,youth mental health,youth mental health,9,both,yes,yes,no
rea_0758dca0fc,mem_de66826bad,child development,child development,11,both,yes,yes,no
rea_14db486596,mem_de66826bad,developmental psychopathology,developmental psychopathology,13,both,yes,yes,no
rea_4bb8d29718,mem_de66826bad,eating disorders,eating disorders,16,both,yes,yes,no
rea_e85f9de49e,mem_de66826bad,neurodevelopmental disorders,neurodevelopmental disorders,17,both,yes,yes,no
rea_f501dfef2d,mem_de66826bad,child health,child health,18,both,yes,yes,no
rea_ce4d555973,mem_de66826bad,developmental biopsychosocial cognitive-behavioural,developmental biopsychosocial cognitive behavioural,48,both,yes,yes,no
rea_028a223092,mem_de66826bad,improving the health,improving the health,61,both,yes,yes,no
rea_8a8a4b9e24,mem_de66826bad,adolescents with neurodevelopmental disorders (ndd),adolescents with neurodevelopmental disorders ndd,62,both,yes,yes,no
rea_0b1f384cad,mem_de66826bad,community factors predict such outcomes,community factors predict such outcomes,64,both,yes,yes,no
rea_5d7ccbdd03,mem_de66826bad,mental health services,mental health services,65,both,yes,yes,no
rea_47f925d647,mem_de66826bad,depression,depression,67,both,yes,yes,no
rea_955c640a73,mem_de66826bad,theoretical orientations: developmental biopsychosocial cognitive-behavioural scholarly activity dr,theoretical orientations developmental biopsychosocial cognitive behavioural scholarly activity dr,5,permissive_only,no,yes,yes
rea_5dd0793f91,mem_de66826bad,"lastly, she aims to identify ways to prevent mental health issues from developing",lastly she aims to identify ways to prevent mental health issues from developing,6,permissive_only,no,yes,yes
rea_e36a3c7bee,mem_de66826bad,research areas of research theoretical orientations: developmental biopsychosocial cognitive-behavioural scholarly activity dr,research areas of research theoretical orientations developmental biopsychosocial cognitive behavioural scholarly activity dr,12,permissive_only,no,yes,yes
rea_fa70fa4c3d,mem_de66826bad,3) reducing stress,3 reducing stress,15,permissive_only,no,yes,yes
rea_c62bae30af,mem_de66826bad,anxiety in caregivers,anxiety in caregivers,16,permissive_only,no,yes,yes
rea_fb8fd2d975,mem_de66826bad,physiological risk factors (cerebrum),physiological risk factors cerebrum,17,permissive_only,no,yes,yes
