position_id,member_id,title,department,faculty,institution,affiliation_type,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
pos_88cc3f8cd9,mem_e7440b475b,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_4720a0e28d,mem_e7440b475b,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_a976dee45a,mem_e7440b475b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_42fe7527b6,mem_e7440b475b,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_e0a5afbedc,mem_e7440b475b,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_e785b617b0,mem_9e9c87242a,Professor,,,,,,Professor,0,both,yes,yes,no
pos_710e5ef313,mem_9e9c87242a,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_fd32400658,mem_9e9c87242a,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",2,both,yes,yes,no
pos_dd6dc1ebd0,mem_9e9c87242a,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",3,both,yes,yes,no
pos_510016d2ee,mem_9e9c87242a,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_ef1dc91583,mem_9e9c87242a,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_2fa9e76fe2,mem_601dd6a6ac,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_80e6baf4a8,mem_601dd6a6ac,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_45c0b5999d,mem_601dd6a6ac,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_416746bb11,mem_601dd6a6ac,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_02cde93a3e,mem_6da65fe265,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,0,both,yes,yes,no
pos_c3c244a15a,mem_6da65fe265,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_968bd0e370,mem_6da65fe265,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_dae201441b,mem_7892ba722a,Professor Emeritus,,,,emeritus,,Professor Emeritus,0,both,yes,yes,no
pos_10afa5ad67,mem_7892ba722a,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",1,both,yes,yes,no
pos_f7972ea8fa,mem_7892ba722a,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",2,both,yes,yes,no
pos_883d6592a8,mem_7892ba722a,Emeritus Member,,,,emeritus,,Emeritus Member,3,both,yes,yes,no
pos_cc759ae226,mem_7892ba722a,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_bc502cb4bd,mem_7892ba722a,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_494fd7e05e,mem_7892ba722a,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_3ab81ad3d0,mem_126415dca2,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_cd1ad66059,mem_126415dca2,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_839aff4b8d,mem_126415dca2,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_20f4648675,mem_126415dca2,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f69e8ae194,mem_6dce23a68b,Chair: CIHR Tier 2 Canada Research Chair in Adult Clinical Neuropsychology,,,,,,Chair: CIHR Tier 2 Canada Research Chair in Adult Clinical Neuropsychology,0,both,yes,yes,no
pos_1b3ba4e81b,mem_6dce23a68b,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_d67ef80402,mem_6dce23a68b,Associate Professor,,,,,,Associate Professor,2,both,yes,yes,no
pos_e01ac2f9ba,mem_6dce23a68b,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_39d2dcdee9,mem_6dce23a68b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_92378bd07a,mem_6dce23a68b,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_64415b6731,mem_0ba6f2386f,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,0,both,yes,yes,no
pos_005134bf45,mem_0ba6f2386f,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",1,both,yes,yes,no
pos_cd004eee73,mem_0ba6f2386f,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,2,both,yes,yes,no
pos_c857230fec,mem_0ba6f2386f,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",3,both,yes,yes,no
pos_a7e17ddf96,mem_0ba6f2386f,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_7e05a10b6d,mem_0ba6f2386f,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_63f0fe4ce9,mem_0ba6f2386f,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_c1b543b4b5,mem_0ba6f2386f,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",7,both,yes,yes,no
pos_6531f2ea3b,mem_a80c7bc771,Professor Emeritus,,,,emeritus,,Professor Emeritus,0,both,yes,yes,no
pos_c2cf83b3f7,mem_a80c7bc771,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_4738041032,mem_a80c7bc771,Emeritus Member,,,,emeritus,,Emeritus Member,2,both,yes,yes,no
pos_1ee539a230,mem_a80c7bc771,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_b491497d20,mem_1ae867ffe5,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_1f6a90fdf8,mem_1ae867ffe5,Arts Education & Leadership,,,,,,Arts Education & Leadership,1,both,yes,yes,no
pos_120371cf0a,mem_1ae867ffe5,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_5cecec39af,mem_1ae867ffe5,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_3b260c9a4e,mem_1ae867ffe5,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_3ed431af3f,mem_7a1797f182,Full Professor,,,,,,Full Professor,0,both,yes,yes,no
pos_1bfaee86a5,mem_7a1797f182,Cumming School of Medicine,Department of Critical Care Medicine,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Critical Care Medicine",1,both,yes,yes,no
pos_55690dd963,mem_7a1797f182,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_1443a765a2,mem_7a1797f182,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,both,yes,yes,no
pos_641d0dffa6,mem_df3ac5151d,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_382cd9cb4a,mem_df3ac5151d,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_46a8fa2265,mem_df3ac5151d,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",2,both,yes,yes,no
pos_68fa218cec,mem_df3ac5151d,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_a7582485b6,mem_df3ac5151d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_7f9c6fd05a,mem_92c2e98ac3,Full Member,,,,,,Full Member,0,both,yes,yes,no
pos_38cf4e10c8,mem_92c2e98ac3,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",1,both,yes,yes,no
pos_0dff753305,mem_92c2e98ac3,Arnie Charbonneau Cancer Institute,,,,,,Arnie Charbonneau Cancer Institute,2,both,yes,yes,no
pos_90c7eb8bf8,mem_92c2e98ac3,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,3,both,yes,yes,no
pos_128c1e8547,mem_92c2e98ac3,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,4,both,yes,yes,no
pos_e86776e332,mem_8cb7ffa789,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_dca31c6729,mem_8cb7ffa789,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_f06f8860f9,mem_8cb7ffa789,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_b408b927bb,mem_8cb7ffa789,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_892ab5635d,mem_de66826bad,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_7ca3fa7f6e,mem_de66826bad,Werklund School of Education,Specialization,School and Applied Child Psychology,,,,"Werklund School of Education, Specialization, School and Applied Child Psychology",1,both,yes,yes,no
pos_8b63e115b7,mem_de66826bad,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,2,both,yes,yes,no
pos_b2f5a32a66,mem_de66826bad,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",3,both,yes,yes,no
pos_87a8c2e413,mem_de66826bad,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_386f6ae14f,mem_de66826bad,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_9058f3307b,mem_de66826bad,Full Member,,,,,,Full Member,6,both,yes,yes,no
pos_fac306dbfe,mem_de66826bad,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,7,both,yes,yes,no
pos_3513091558,mem_de66826bad,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,8,both,yes,yes,no
pos_41b0013cbd,mem_de66826bad,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",9,both,yes,yes,no
pos_cb7c4667de,mem_3dd7b96dcd,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_1b231aade4,mem_3dd7b96dcd,Cumming School of Medicine,Department of Biochemistry and Molecular Biology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology",1,both,yes,yes,no
pos_f82a4cf8ee,mem_3dd7b96dcd,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_b0d43d0440,mem_3dd7b96dcd,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_c3e68ee152,mem_405555556d,Professor,,,,,,Professor,0,both,yes,yes,no
pos_33fdbda761,mem_405555556d,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,1,both,yes,yes,no
pos_014463ef43,mem_405555556d,Chair,,,,,,Chair,2,both,yes,yes,no
pos_0fcae0574b,mem_405555556d,Sport Injury Prevention Research Centre,,,,,,Sport Injury Prevention Research Centre,3,both,yes,yes,no
pos_bb331ba090,mem_405555556d,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_3fa3bf66f9,mem_405555556d,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_46101df234,mem_405555556d,Full Member,,,,,,Full Member,6,both,yes,yes,no
pos_0221462024,mem_405555556d,McCaig Institute for Bone and Joint Health,,,,,,McCaig Institute for Bone and Joint Health,7,both,yes,yes,no
pos_1064aff202,mem_405555556d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,8,both,yes,yes,no
pos_549810f341,mem_405555556d,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,9,both,yes,yes,no
pos_8701d7bca1,mem_5f8c42fffa,Professor,,,,,,Professor,0,both,yes,yes,no
pos_e2aa9d52b9,mem_5f8c42fffa,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_03bf180eb2,mem_5f8c42fffa,Child Brain & Mental Health Program Director,,,,,,Child Brain & Mental Health Program Director,2,both,yes,yes,no
pos_0256ebd185,mem_5f8c42fffa,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,3,both,yes,yes,no
pos_05f7558a5b,mem_5f8c42fffa,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_bb22bc7485,mem_5f8c42fffa,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",5,both,yes,yes,no
pos_da41f764cd,mem_5f8c42fffa,Full Member,,,,,,Full Member,6,both,yes,yes,no
pos_3cc646e752,mem_5f8c42fffa,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,7,both,yes,yes,no
pos_7fe7d8d70f,mem_5f8c42fffa,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,8,both,yes,yes,no
pos_808a85f137,mem_d21327a3f5,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_ec05f11dd2,mem_d21327a3f5,Cumming School of Medicine,Department of Medical Genetics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Medical Genetics",1,both,yes,yes,no
pos_95792c211b,mem_12cfcd78b8,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_04f6bb162b,mem_12cfcd78b8,Physical Medicine and Rehabilitation,,,,,,Physical Medicine and Rehabilitation,1,both,yes,yes,no
pos_c32a72849b,mem_12cfcd78b8,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_0e07114ee1,mem_12cfcd78b8,Hotchkiss Brain Institute,Integrative concussion research program,,,,,"Hotchkiss Brain Institute, Integrative concussion research program",3,both,yes,yes,no
pos_14fc050397,mem_12cfcd78b8,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_9891c12b39,mem_12cfcd78b8,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_8195f4a7bf,mem_12cfcd78b8,Academic Lead,,,,,,Academic Lead,6,both,yes,yes,no
pos_0df09a83d1,mem_12cfcd78b8,Calgary Brain Injury Program,,,,,,Calgary Brain Injury Program,7,both,yes,yes,no
pos_c4150f1f9d,mem_12cfcd78b8,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,8,both,yes,yes,no
pos_7f7b1105dd,mem_eb52ac9c29,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_6cf83204bb,mem_eb52ac9c29,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_2d58a3f3f2,mem_eb52ac9c29,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",2,both,yes,yes,no
pos_56573f2143,mem_eb52ac9c29,Child Health and Wellness Researcher,,,,,,Child Health and Wellness Researcher,3,both,yes,yes,no
pos_0d70b478e5,mem_eb52ac9c29,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",4,both,yes,yes,no
pos_998109c38f,mem_eb52ac9c29,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_7b666611aa,mem_eb52ac9c29,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_c13c556be1,mem_2fc1b1d132,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_7863cb79bd,mem_2fc1b1d132,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_a8f93d5bbb,mem_2fc1b1d132,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_9dcac4e27a,mem_2fc1b1d132,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_02d00f3452,mem_f68a60fd9c,Professor,,,,,,Professor,0,both,yes,yes,no
pos_4d4356335d,mem_f68a60fd9c,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_41e91fcd1d,mem_f68a60fd9c,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_5b52106c28,mem_f68a60fd9c,The Calvin,Phoebe and Joan Snyder Institute for Chronic Diseases,,,,,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",3,both,yes,yes,no
pos_98f6615dda,mem_f68a60fd9c,Full Member and Chair,,,,,,Full Member and Chair,4,both,yes,yes,no
pos_9365e4c20a,mem_f68a60fd9c,Inflammation Research Network,,,,,,Inflammation Research Network,5,both,yes,yes,no
pos_fe49caec3d,mem_f68a60fd9c,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_cce37f2d8a,mem_f68a60fd9c,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,7,both,yes,yes,no
pos_8a4d15317c,mem_f68a60fd9c,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,8,both,yes,yes,no
pos_e835dfaae0,mem_78b75777c4,Professor,,,,,,Professor,0,both,yes,yes,no
pos_8065e0cad3,mem_78b75777c4,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",1,both,yes,yes,no
pos_951dae4568,mem_78b75777c4,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",2,both,yes,yes,no
pos_e773e63024,mem_78b75777c4,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",3,both,yes,yes,no
pos_b747ac2cb9,mem_78b75777c4,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_82a8adccac,mem_78b75777c4,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_36482db843,mem_78b75777c4,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_cacb3cdbf6,mem_78b75777c4,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",7,both,yes,yes,no
pos_7e3db90003,mem_78b75777c4,One Child Every Child Technology Solutions Co-lead,,,,,,One Child Every Child Technology Solutions Co-lead,8,both,yes,yes,no
pos_986e6d1b8c,mem_78b75777c4,University of Calgary,,,,,,University of Calgary,9,both,yes,yes,no
pos_39ff4b7009,mem_c2f73113e5,Professor,,,,,,Professor,0,both,yes,yes,no
pos_5eb1a935f3,mem_c2f73113e5,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
