education_id,member_id,degree,institution,field_of_study,year,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
edu_16a5868bc5,mem_28a1b9d70f,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Biochemistry,1994,"Doctor of Philosophy Biochemistry, University of Calgary, 1994",2,both,yes,yes,no
edu_e9bba931ae,mem_28a1b9d70f,,University of Alberta,,1989,"M.S. Microbiology, University of Alberta, 1989",3,both,yes,yes,no
edu_ba0e4bed32,mem_e99045f0a4,PhD,Fluminense Federal University,PhD Physics,2005,"PhD Physics, Fluminense Federal University, 2005",0,both,yes,yes,no
edu_c0d0cbf194,mem_e99045f0a4,MSc,Fluminense Federal University,MSc. Physics,2001,"MSc. Physics, Fluminense Federal University, 2001",1,both,yes,yes,no
edu_158b1b879f,mem_e99045f0a4,BSc.,Fluminense Federal University,BSc.Ed. Physics,2004,"BSc.Ed. Physics, Fluminense Federal University, 2004",2,both,yes,yes,no
edu_d31a3d530c,mem_e99045f0a4,BSc,Fluminense Federal University,BSc. Physics,2000,"BSc. Physics, Fluminense Federal University, 2000",3,both,yes,yes,no
edu_a6e8829942,mem_92fd45a247,B.Eng,University of Wales,B.Eng (Hons) Electronic Engineering,1994,"B.Eng (Hons) Electronic Engineering, University of Wales, 1994",0,both,yes,yes,no
edu_ef8578e931,mem_92fd45a247,M.Sc,University of Wales,M.Sc. Electronic Engineering,1998,"M.Sc. Electronic Engineering, University of Wales, 1998",1,both,yes,yes,no
edu_3359445003,mem_92fd45a247,Ph.D,University of Wales,Ph.D. Electronic Engineering,2002,"Ph.D. Electronic Engineering, University of Wales, 2002",2,both,yes,yes,no
edu_9e9413be03,mem_b4cf5563b0,B.Sc.,Queen's University,B.Sc.H Biology,2000,"B.Sc.H Biology, Queen's University, 2000",0,both,yes,yes,no
edu_17a89cc5a6,mem_b4cf5563b0,,Dalhousie University,,2006,"Doctor of Medicine , Dalhousie University, 2006",1,both,yes,yes,no
edu_4c59ec8b94,mem_b4cf5563b0,M.Sc,McGill University,M.Sc. (Hons) Physiology,2003,"M.Sc. (Hons) Physiology, McGill University, 2003",2,both,yes,yes,no
edu_43038e09e2,mem_b4cf5563b0,M.Sc,University of Calgary,M.Sc. Epidemiology,2018,"M.Sc. Epidemiology, University of Calgary, 2018",3,both,yes,yes,no
edu_19db37c185,mem_b4cf5563b0,,Dalhousie University,,2013,"FRCP(C) Neurology, Dalhousie University, 2013",4,both,yes,yes,no
edu_5e3f2de169,mem_b4cf5563b0,,University of Calgary,,2015,"CSCN (EEG) Epilepsy and EEG, University of Calgary, 2015",5,both,yes,yes,no
edu_86e8ccddc8,mem_a4737deb7f,,University of Waterloo,,1988,"B.S. Health Sciences, University of Waterloo, 1988",0,both,yes,yes,no
edu_0e6af35bea,mem_a4737deb7f,Doctor of Philosophy,University of Waterloo,Doctor of Philosophy Health Sciences,1995,"Doctor of Philosophy Health Sciences, University of Waterloo, 1995",1,both,yes,yes,no
edu_6b929b96d7,mem_a4737deb7f,M.A,University of Waterloo,M.A. Medical Specializations,1991,"M.A. Medical Specializations, University of Waterloo, 1991",2,both,yes,yes,no
edu_36c1da287f,mem_5e831960ba,,Dalhousie University,,2001,"B.S. Psychology, Dalhousie University, 2001",0,both,yes,yes,no
edu_32f2221db1,mem_5e831960ba,,University of Calgary,,2003,"M.S. Psychology, University of Calgary, 2003",1,both,yes,yes,no
edu_619bda78e8,mem_5e831960ba,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Psychology,2007,"Doctor of Philosophy Psychology, University of Calgary, 2007",2,both,yes,yes,no
edu_29d146a29b,mem_cf320cc4b6,,Queen's University,,1980,"B.S. Electrical Engineering, Queen's University, 1980",0,both,yes,yes,no
edu_148c0b2a69,mem_cf320cc4b6,,University of Calgary,,1992,"Doctor of Medicine Medicine, University of Calgary, 1992",1,both,yes,yes,no
edu_459225c091,mem_cf320cc4b6,,University of Waterloo,,1985,"Master of Applied Science Electrical Engineering, University of Waterloo, 1985",2,both,yes,yes,no
edu_3b85c6c661,mem_e7c4e90dd1,,in the Cumming School of Medicine,,,"Dr. Seitz is a Professor of Psychiatry and Community Health Sciences, in the Cumming School of Medicine, University of Calgary. He was the Provincial Medical Lead for Dementia Capacity Planning in Ontario and immediate past president of the Canadian Academy of Geriatric Psychiatry. His research focuses on mental health and dementia and examines health service utilization of older adults with psychiatric disorders; evaluation of the safety and efficacy of treatments for geriatric mental health conditions; and, knowledge translation in geriatric mental health. Dr. Seitz is actively involved in the development health system strategies, guidelines and policies related to seniors and mental health at both the provincial and national level.",0,both,yes,yes,no
edu_f73e8136a5,mem_9351de2a6f,,Dalhousie University,,2007,"B.S. , Dalhousie University, 2007",0,both,yes,yes,no
edu_2e79397a40,mem_9351de2a6f,Doctor of Philosophy,McGill University,,2014,"Doctor of Philosophy , McGill University, 2014",1,both,yes,yes,no
edu_962a928833,mem_3f1cca7ee5,Bachelor of Arts,Mount Allison University,Bachelor of Arts Psychology,2003,"Bachelor of Arts Psychology, Mount Allison University, 2003",0,both,yes,yes,no
edu_ebd4faa9cd,mem_3f1cca7ee5,,Cape Breton University,,2001,"Bachelor of Busniness Administration Marketing, Cape Breton University, 2001",1,both,yes,yes,no
edu_b2ed0f7083,mem_3f1cca7ee5,,New Brunswick Community Colleges,,1999,"Business Technology Marketing, New Brunswick Community Colleges, 1999",2,both,yes,yes,no
edu_61e2eb4572,mem_3f1cca7ee5,Doctor of Philosophy,Dalhousie University,Doctor of Philosophy Psychology,2013,"Doctor of Philosophy Psychology, Dalhousie University, 2013",3,both,yes,yes,no
edu_eb6e6554bd,mem_3f1cca7ee5,Master of Science,University of Guelph,Master of Science - Masters Marketing and Consumer Studies,2006,"Master of Science - Masters Marketing and Consumer Studies, University of Guelph, 2006",4,both,yes,yes,no
edu_0add51ea70,mem_023bd77aa2,,Diplomate American College of Veterinary Anesthesia and Analgesia,,,"Diplomate American College of Veterinary Anesthesia and Analgesia,",0,both,yes,yes,no
edu_032694b061,mem_023bd77aa2,,Diplomate European College of Veterinary Anaesthesia and Analgesia,,,"Diplomate European College of Veterinary Anaesthesia and Analgesia,",1,both,yes,yes,no
edu_6a9890f411,mem_4fc16fbe9a,B.Sc,B.Sc. (Bachelor of Science) Swinburne University of Technology,Melbourne,,"B.Sc. (Bachelor of Science) Swinburne University of Technology, Melbourne, Australia,",0,both,yes,yes,no
edu_4def45ec6e,mem_4fc16fbe9a,PhD,PhD. (Doctor of Philosophy) University of Melbourne,Melbourne,,"PhD. (Doctor of Philosophy) University of Melbourne, Melbourne, Australia,",1,both,yes,yes,no
edu_a927bfa6a2,mem_2561dcafb5,,University of Alberta,,2003,"B.S. Organic Chemistry, University of Alberta, 2003",0,both,yes,yes,no
edu_964fcfc7c5,mem_2561dcafb5,Doctor of Philosophy,University of Alberta,Doctor of Philosophy Organic Chemistry,2008,"Doctor of Philosophy Organic Chemistry, University of Alberta, 2008",1,both,yes,yes,no
edu_1aa4808755,mem_b18bf71309,BSc,Lancet Psychiatry and Neuropsychopharmacology. She has earned numerous awards and has presented her research at conferences around the world. Her current work at the University of Calgary focuses on optimizing cutting edge neuromodulation treatments for depression,With a BSc in Psychology and a Ph.D. in Neuroscience,,"With a BSc in Psychology and a Ph.D. in Neuroscience, Dr. Clark's work spans experimental and clinical research in cerebrovascular disease, treatment-resistant depression and movement disorders, with a continuing focus on exploration of neuromodulation therapies. Darren has authored more than 30 articles in peer-reviewed journals, including leading journals such as Biological Psychiatry, Lancet Psychiatry and Neuropsychopharmacology. She has earned numerous awards and has presented her research at conferences around the world. Her current work at the University of Calgary focuses on optimizing cutting edge neuromodulation treatments for depression, essential tremor and Parkinson’s disease. She also supports small and medium enterprises in their research and development endeavors through her consulting business, Cogent Pathways Consulting Ltd.",0,both,yes,yes,no
edu_eb3df822b7,mem_db7a5c0e29,,University of Western Ontario,,2000,"B.S. , University of Western Ontario, 2000",0,both,yes,yes,no
edu_9522821fa0,mem_db7a5c0e29,,University of Toronto,,2006,"Doctor of Medicine (Distinct) , University of Toronto, 2006",1,both,yes,yes,no
edu_bd9c806657,mem_db7a5c0e29,Doctor of Philosophy,University of Toronto,,2014,"Doctor of Philosophy , University of Toronto, 2014",2,both,yes,yes,no
edu_0f489440ff,mem_db7a5c0e29,,McMaster University,,2002,"M.S. , McMaster University, 2002",3,both,yes,yes,no
edu_831afddd6e,mem_b5df8f2ae8,B.A,Carleton University,B.A. Psychology,1981,"B.A. Psychology, Carleton University, 1981",0,both,yes,yes,no
edu_080059cfe1,mem_b5df8f2ae8,Doctor of Philosophy,Queen's University,Doctor of Philosophy Psychology,1987,"Doctor of Philosophy Psychology, Queen's University, 1987",1,both,yes,yes,no
edu_172881e519,mem_b5df8f2ae8,M.A,Queen's University,M.A. Psychology,1983,"M.A. Psychology, Queen's University, 1983",2,both,yes,yes,no
edu_3ea9fae1f6,mem_c05467d02f,,University of Bari,,1999,"Doctor of Medicine , University of Bari, 1999",0,both,yes,yes,no
edu_d345efeebe,mem_c05467d02f,Doctor of Philosophy,University of Bari,,2008,"Doctor of Philosophy , University of Bari, 2008",1,both,yes,yes,no
edu_301a7fb0a7,mem_d670519f7b,MD,Dalhousie University,,,"MD, Dalhousie University,",0,both,yes,yes,no
edu_5e39e9e3ba,mem_d670519f7b,,,,,Curriculum Vitae,1,both,yes,yes,no
edu_78d4ecd36b,mem_d670519f7b,,after completing his postgraduate clinical training he returned to Dalhousie University where among other duties he served as Associate Dean for Undergraduate Medical Education. He joined the University of Calgary in 1990 where he held the first Canadian University Chair in geriatric medicine,,1990,"Brief Biography: Born in Baie Comeau QC, David attended universities in Nova Scotia, Alberta, and Ontario. A specialist in geriatric medicine, after completing his postgraduate clinical training he returned to Dalhousie University where among other duties he served as Associate Dean for Undergraduate Medical Education. He joined the University of Calgary in 1990 where he held the first Canadian University Chair in geriatric medicine, the Brenda Strafford Foundation Chair in Geriatric Medicine , for 25-years. David served as the Academic Lead of the Brenda Strafford Centre on Aging (O’Brien Institute for Public Health, Cumming School of Medicine, University of Calgary) from 2012-2022 where he championed the inclusion of older adults in the research enterprise. He has served as Chair of the Royal College of Physicians and Surgeons of Canada Specialty Committee in Geriatric Medicine, President of the Canadian Geriatrics Society, and editor of the Canadian Geriatrics Journal. David has authored over 340 peer-reviewed publications reflecting his long-standing interest in aging studies that focus on topics such as clinical geriatrics, cognitive impairment and dementia, falls, and frailty . David was the Local Responsible Investigator for the Calgary Data Collection Site of the Canadian Longitudinal Study on Aging (CLSA) from 2010 -2022 and formerly held leadership roles and is an investigator in the Canadian Consortium on Neurodegeneration in Aging (CCNA). He is now a member of the CIHR Institute of Aging Advisory Board and in 2022 led in the delivery of the Institute of Aging Summer Program in Aging organized around Neurodegenerative and Cerebrovascular Diseases in Aging.",2,both,yes,yes,no
edu_cc72f710b6,mem_c98befafc2,PhD,,PhD Behavioral Neuroscience,2015,"PhD Behavioral Neuroscience, 2015",0,both,yes,yes,no
edu_8d88ed5112,mem_c98befafc2,,,,2011,"MS Psychology, 2011",1,both,yes,yes,no
edu_2801e26d94,mem_c98befafc2,BA,,BA Sociology,2008,"BA Sociology, 2008",2,both,yes,yes,no
edu_1ee5ce9640,mem_bb4df08b42,MD,University of Alberta,MD Medicine,1990,"MD Medicine, University of Alberta, 1990",0,both,yes,yes,no
edu_c1731746d1,mem_3e0e98847e,,The University of Calgary,,1985,"B.S.W. Social Work, The University of Calgary, 1985",0,both,yes,yes,no
edu_ee193174a9,mem_3e0e98847e,,University of Calgary,,1988,"M.S.W. Social Work, University of Calgary, 1988",1,both,yes,yes,no
edu_8257a46c15,mem_3e0e98847e,Ph.D,University of Toronto,Ph.D. Social Work,1998,"Ph.D. Social Work, University of Toronto, 1998",2,both,yes,yes,no
edu_9d54f8c65b,mem_f80aadfb52,B.Sc,University of Michigan,B.Sc. Cellular & Molecular Biology,1989,"B.Sc. Cellular & Molecular Biology, University of Michigan, 1989",0,both,yes,yes,no
edu_913bec4e25,mem_f80aadfb52,Ph.D,Rutgers University,Ph.D. Biochemistry,1994,"Ph.D. Biochemistry, Rutgers University, 1994",1,both,yes,yes,no
edu_891f1a5a47,mem_f80aadfb52,,Post-Doctoral Fellow Columbia University,,1998,"Post-Doctoral Fellow Columbia University, 1998",2,both,yes,yes,no
edu_b16c005222,mem_999cbbb01a,,Bishop's University,,1971,"B.S. Chemistry, Bishop's University, 1971",0,both,yes,yes,no
edu_2caed2c10a,mem_999cbbb01a,,McGill University,,1975,"Doctor, Med & Master Surgery Medicine, McGill University, 1975",1,both,yes,yes,no
edu_e49d138851,mem_999cbbb01a,,McGill University,,1986,"M.S. Surgical Specialties, McGill University, 1986",2,both,yes,yes,no
edu_8642e35637,mem_c9fd274cf3,Ph.D,McMaster University,Ph.D Science and Medicine,2009,"Ph.D Science and Medicine, McMaster University, 2009",0,both,yes,yes,no
edu_4a22083de4,mem_c9fd274cf3,,McMaster University,,2004,"M.S. Science and Medicine, McMaster University, 2004",1,both,yes,yes,no
edu_6a2128b50b,mem_c9fd274cf3,,University of Guelph,,1986,"B.S. Medical Science, University of Guelph, 1986",2,both,yes,yes,no
edu_21d7cf8b75,mem_bc444455ee,BSc,Purdue University,BSc Molecular Genetics,,"BSc Molecular Genetics, Purdue University,",0,both,yes,yes,no
edu_601ec7a7c6,mem_bc444455ee,PhD,Purdue University,PhD Molecular Pharmacology,,"PhD Molecular Pharmacology, Purdue University,",1,both,yes,yes,no
edu_01bbc13a02,mem_bc444455ee,,University of Texas,,,"Postdoctoral Fellow Energy Homeostasis, University of Texas, Southwestern Medical Centre,",2,both,yes,yes,no
edu_4365baf4d0,mem_bc444455ee,,University of California,,,"Postdoctoral Fellow Developmental Neuroendocrinology, University of California, San Fransisco,",3,both,yes,yes,no
edu_113b82d90b,mem_ee6b1c7368,BA,University of Saskatchewan,BA. Psychology,1977,"BA. Psychology, University of Saskatchewan, 1977",0,both,yes,yes,no
edu_ceccb18a87,mem_ee6b1c7368,MA,University of Saskatchewan,MA. Psychology,1981,"MA. Psychology, University of Saskatchewan, 1981",1,both,yes,yes,no
edu_8245980497,mem_ee6b1c7368,MSc,University of Waterloo,MSc. Kines/Kinetic/Kinnthrply,1986,"MSc. Kines/Kinetic/Kinnthrply, University of Waterloo, 1986",2,both,yes,yes,no
edu_06ab0c0ac2,mem_ee6b1c7368,,College of Alberta Psychologists,,1982,"CPsych Psychology, College of Alberta Psychologists, 1982",3,both,yes,yes,no
edu_6908eff2e5,mem_ee6b1c7368,PhD,University of Calgary,PhD. Psychology,1990,"PhD. Psychology, University of Calgary, 1990",4,both,yes,yes,no
edu_7b0ffd4bc0,mem_95cc419952,BSc,The University of Calgary,BSc Cellular,2007,"BSc Cellular, Molecular and Microbial Biology (minor: Music), The University of Calgary, 2007",0,both,yes,yes,no
edu_71e6695969,mem_95cc419952,,Boston University,,2009,"MPH (Master of Public Health) Social and Behavioral Science, Boston University, 2009",1,both,yes,yes,no
edu_47f97e3861,mem_95cc419952,MA,Cornell University,MA Human Development,2011,"MA Human Development, Cornell University, 2011",2,both,yes,yes,no
edu_0efcbd58be,mem_95cc419952,PhD,Cornell University,PhD Developmental Psychology,2014,"PhD Developmental Psychology, Cornell University, 2014",3,both,yes,yes,no
edu_44c79e1727,mem_32edff8f29,,Madurai Kamaraj University,,1995,"Bachelor of Eng Electrical Engineering, Madurai Kamaraj University, 1995",0,both,yes,yes,no
edu_2b51f33e00,mem_32edff8f29,Doctor of Philosophy,Carleton University,Doctor of Philosophy Electrical Engineering,2004,"Doctor of Philosophy Electrical Engineering, Carleton University, 2004",1,both,yes,yes,no
edu_2d5e7eac77,mem_32edff8f29,,Carleton University,,1998,"Master of Engineering Electrical Engineering, Carleton University, 1998",2,both,yes,yes,no
edu_99bbba4a4b,mem_6a681336c2,,University of London,,1972,"MBBS Medicine, University of London , 1972",0,both,yes,yes,no
edu_dfe77e121c,mem_6a681336c2,,Royal College of Psychiatrists,,1976,"MRCPsych Psychiatry, Royal College of Psychiatrists , 1976",1,both,yes,yes,no
edu_da876f4e62,mem_6a681336c2,,Royal College of Physicians and Surgeons of Canada,,1982,"FRCPC Psychiatry, Royal College of Physicians and Surgeons of Canada, 1982",2,both,yes,yes,no
